ID|German_Text|German_StageDir
38c88cee|Hallo.|Du bist mein Freund. Ich habe nix zu sagen
38c5976a|Magische Faust des Feuers|
38c27a52|Versuch:|
38c1ddd3|Kampfmaschine der Kleriker|
38b5137a|Werker|
38b51379|Werker|
38b51376|Krieger|
38b51375|Krieger|
38b51374|Krieger|
38b51373|Setzer|
38b51359|Werker|
38b51358|Werker|
38b51357|Werker|
38b51356|Werker|
38b51354|Setzer|
38b51351|Heiler|
38ab23a8|Feder|
38a77b7e|Wirst du dich endlich verpissen?|zweite Warnung, vertreibt Einringling, open air
3896f8bf|Da unsere Brüder und Schwestern immer wieder durch Gerüchte verunsichert werden, stelle ich hier ein für alle Male klar, wie Erik Eisenfaust unsere Roboter besiegen konnte.\r\nEs war zu einer Zeit, als die Berserker begannen furchtloser zu werden. Sie pflanzten ihre sogenannten Weltenherzen nicht nur in Edan, sondern bedrohten den ohnehin schon fragilen Frieden durch ihre Invasionen.\r\nUm diese Waldmenschen in ihre Schranken zu weisen, schickten wir zwei dutzend Kampfroboter. Sie trafen am Weltenherz auf eine Verteidigungsstellung. Unter den feindlichen Kämpfern befand sich auch Eisenfaust.\r\nDoch er besiegte die Roboter nicht, wie die Berserker es behaupten, mit den Kräften ihres Mana. Er hatte sich stattdessen zuvor bei einigen verräterischen Brüdern und Schwestern eingeschmeichelt. Zusammen sabotierten sie die Roboter, sodass ihre Energieversorgung versagte und Eisenfaust sich als Held feiern konnte.\r\nJeder einzelne dieser Verräter wurde ausfindig gemacht. Unsere Suggestoren bekamen die Wahrheit aus ihnen heraus und nach ihrem Geständnis wurden sie von ihrem falschen Weg gereinigt.|
388bf32b|Beschworen|
38742fb3|Ein Kleriker namens Rainer hat mich auf meiner Reise angesprochen. Irgendwie hat er es geschafft, meine Sinne zu vernebeln.|
38652f95|In dieses meisterliche Breitschwert der Berserker kann man zusätzlich einen Stein einsetzen.|
385cd0a3|Kälte ist 90 oder höher.|
385c3aca|Anleitung|
385bccba|Outlaw|
385b4cd4|Du hast hier nichts zu suchen.|erste Warnung, wirft Spieler raus (In einer AIZone)
384ed432|Ohne Schrammen geht’s nicht.|Feind wurde getötet. Ich bin angeschlagen. Nach dem Kampf.
384ed431|Ich verbinde das besser.|Feind wurde getötet. Ich bin angeschlagen. Nach dem Kampf.
384d97fe|Du Vieh hast es doch nicht auf mich abgesehen?|erste Warnung, Feigling wird von Monster bedroht
384a9eb3|Sestak|
384711be|Das lasse ich mir nicht gefallen!|Spieler hat mich geschlagen, ich greife an
383bcf28|Blut-Kettensäbel III|
3826a083|Shorty verrät mir sicher seinen Zulieferer, wenn der Preis stimmt.|
381e8222||
3819bc15|Mäuler stopfen|
380f86f1|Ich habe einen Berserker namens Garald getroffen der von einem Outlaw angegriffen wurde.|
380b0d53||
38029853|Spruch Leben erspüren|
3800200e|In der Wüste liegen ein paar Warenkisten, es ist besser sie nicht herumliegen zu lassen.|
37f134d4|Technik wird hier nicht gerne gesehen.|NPC kommentiert wenn der Player Technik innerhalb einer Stadt benutzt (Jetpack, Adjutor) und er keine Technik mag.
37e72d54|Pause Menü|
37e55dfd|Gesockelte Zwinge II|
37e4da3f|$(name) wartet ...|
37ddf4da|$(name) schließt sich dir an.|
37db9657|Anführer|
37dadd2e|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei William, wenn du nicht noch mehr Ärger willst.|
37daaf21|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Reinhold, wenn du nicht noch mehr Ärger willst.|
37da9dad|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Ragnar, wenn du nicht noch mehr Ärger willst.|
37da8c6b|Halt! Du wirst hier als Verbrecher gesucht. Melde dich umgehend bei Alois, wenn du nicht noch mehr Ärger willst.|
37d8874f|Rat hat mir erzählt, dass Chloe gar nicht im Stande ist, den Tribut für den Duke aufzubringen. Aber Chloe ist im Besitz einiger Gegenstände, die Rat für mich verkaufen kann. Mit dem Erlös könnte ich dann Chloes Tribut aufbringen.|
37d2f94b|Ich habe Big Jim zum Kampf in der Arena der Outlaws herausgefordert. Ich soll mich dort mit ihm messen.|
37ca5437|Nachtwache|
37ca5436|Nachtwache|
37ca5435|Nachtwache|
37c950af|Raus!|erste Warnung, wirft Spieler raus (In einer AIZone)
37c6ca97|Ich kann nicht sagen, dass mir das gefällt.|erste Warnung, Spieler soll Zauber wegstecken
37c47107|Du enttäuscht mich nicht.|Kampf beobachtet, NPC ist pro Sieger
37c47106|Ich wusste du packst das.|Kampf beobachtet, NPC ist pro Sieger
37c47105|Das war gut.|Kampf beobachtet, NPC ist pro Sieger
37af9fcc|Ausweichen (2x $(Key_XY))|
37ad85ee|Waffe Weg!|Erste Warnung, Spieler soll Waffe wegstecken, verärgert
37ad3d7b|Anleitung Mächtiger Manatrank|
37aadd82|Visionär|
379c7519|Verbesserter Feuerschlägel der Berserker. Ideal zum Schneiden und Toasten von Brot.|
37974403|Sei Vorsichtig damit.|Spieler hat gefährliche Magie - ich bin vorsichtig
3796749c|Kampfmaschine|
37923933|Sei lieber still...|Verständliches Gemurmel im Hintergrund
37923932|Wir müssen einfach etwas dagegen machen.|Verständliches Gemurmel im Hintergrund
37923931|So kann das wirklich nicht enden.|Verständliches Gemurmel im Hintergrund
37923930|Ich will das einfach nicht glauben...|Verständliches Gemurmel im Hintergrund
3792392f|Ist das dein Enrst?|Verständliches Gemurmel im Hintergrund
3792392e|Nur am Saufen...|Verständliches Gemurmel im Hintergrund
3792392d|Er liegt den ganzen Tag im Dreck herum...|Verständliches Gemurmel im Hintergrund
3792392c|Hör nicht auf diesen albernen Kack...|Verständliches Gemurmel im Hintergrund
3792392b|Einfach abgehauen ist der Hurensohn...|Verständliches Gemurmel im Hintergrund
3792392a|So so...|Verständliches Gemurmel im Hintergrund
3785bdae|Arvid der Bastard! Er will unser Versagen vertuschen, will diese armen Leute mit Lügen an einen Gott glauben lassen, den es nicht gibt! Ich habe ihm klar gesagt, dass wir Verantwortung übernehmen, aus unseren Fehlern lernen und nach vorne blicken müssen. Wir dürfen nicht zu einer rückständigen Sekte werden.\r\nDie Wissenschaft hat versagt, weil wir nicht reift genug waren. Aber dennoch haben wir wenigen überlebt. Wir haben das Ende der Welt gesehen und wollen uns nun wie dumme Kinder verhalten?\r\nIch bin auf verlorenem Posten. Die Menschen sind zu leicht zu manipulieren. Gib ihnen auch nur die Illusion von Hoffnung und sie greifen blind danach. Aber ich habe nicht vergessen. Ich werde dafür sorgen, dass auch die Nachwelt erfährt, was Calaan wirklich ist. Ich werde diesen Ort hier verlassen. Diesen Fanatikern kann ich ohnehin keine Vernunft einbläuen. Jemandem, der genug Verstand besitzt, mein Rätsel zu entschlüsseln, werde ich genug Hinweise hinterlassen, um die geheime Tür zu öffnen. Mich kann Arvid nicht zum Schweigen bringen. Vielleicht sind die Menschen in der Zukunft schlauer, wenn sie meine Warnungen finden.\r\nIch bin aufgebrochen. Arvid hat mir einige Häscher hinterhergeschickt, die mich nicht von meiner Aufgabe abhalten werden.\r\nEs ist vollbracht. Ich habe mich den Häschern gestellt und bin zurückgekehrt. Aber Arvid ist schlauer, als ich dachte. Er macht mir keinen öffentlichen Prozess. Dann hätte ich all diesen Verblendeten noch mal die Wahrheit an den Kopf werfen können.\r\nDiese Schweine! Sie haben mich hier an diesem Ort eingesperrt, damit ich langsam verrecke! Haben sich nicht einmal zu einer ordentlichen Hinrichtung herabgelassen.\r\nWenn du das hier liest, kann ich in Frieden ruhen. Dann hat jemand mein Rätsel entschlüsselt und kennt die Wahrheit.|
378035dd|Im Konverter in Edan gibt es ein hochempfindliches Sensormodul, das ich bergen sollte.|
377e3205|Kral möchte die Elexbrocken nicht zurückgeben, weil er sie als Nahrung für seinen Bruder braucht. Ich muss sie ihm irgendwie abnehmen oder Caldrim belügen.|
37754a50|Calaan|
376b7c3c|Wolf meint, dass ich Eli beim Ausbruch aus dem Hort helfen soll und ihn unter einem Vorwand vor den Hort locken soll. Einmal dort angelangt, sollte es ein Leichtes sein, ihn zu erledigen.|
3769746c|Anleitung|
37640432|Schleichender Tod|
37629251|Sindas Truhe|
37618fe5|Entweder du steckst das Ding weg oder ich zwinge dich dazu.|Erste Warnung, Spieler soll Waffe wegstecken, verärgert
375d3948|Ich will keinen Ärger.|erste Warnung, Feigling wird bedroht
375cf48b|Resistenz Strahlung|
375cee60|Resistenz PSI|
375cbed6|Resistenz EMP|
375a8d64|Ich habe Krals Tagebuch gefunden. Daraus war zu entnehmen, wohin er vermutlich aufgebrochen ist.|
375542bd|Ein modifizierter Energieregulator, er kontrolliert den Zufluss von Energie zur Kuppel von Abessa. Dieses Ding manipuliert am Endgerät gewisse Parameter. |
374cbea1|So, brauchst du es noch deutlicher?|Am Ende einer Attack wobei der Gegner jetzt Down ist und die Attitude des Angreifers zum Gegner nicht Hostile und der Angriftsgrund nicht Kill ist (z.B. "So, das sollte reichen.").
374265af|Gesetzesbruch|
37421b77|Ich bin kein Futter!|erste Warnung, Feigling wird von Monster bedroht
3739e8be|Anleitung|
3736eda2|Raaaa!|Angriffsgeräusche. Schnaufen, Ächzen etc (Nur Nahkampf)
3736eda1|Aarrrrr|Angriffsgeräusche. Schnaufen, Ächzen etc (Nur Nahkampf)
3736eda0|Haaar!|Angriffsgeräusche. Schnaufen, Ächzen etc (Nur Nahkampf)
3736ed9f|Heeeee!|Angriffsgeräusche. Schnaufen, Ächzen etc (Nur Nahkampf)
3736ed9e|Huuaaa!|Angriffsgeräusche. Schnaufen, Ächzen etc (Nur Nahkampf)
37359b57|Asselfleisch|
372f50d4|Dümmer geht’s immer.|Jemand stirbt durch Sturz. (auch nach Jetpack)
372b5441|Ich beobachte dich.|Spieler in meinem Raum, ich bin misstrauisch
372b5440|Willst du etwas bestimmtes?|Spieler in meinem Raum, ich bin misstrauisch
372b543f|Was möchtest du?|Spieler in meinem Raum, ich bin misstrauisch
3724d042|Ich habe herausgefunden, warum Kral das Elex gestohlen hat. Er hat das Elex für seinen Bruder Grimar entwendet, um ihn damit am Leben zu erhalten. Ich muss mich entscheiden, ob ich es ihm abnehme oder lasse. Auf jeden Fall sollte ich zurück zu Caldrim, sobald ich mich entschieden habe.|
3723f412|Händler|
371c9def|Der alte Mann|
3717add3|Hier gehe ich nicht weiter.|Wenn ich "Komm mit!" sage und dabei selber in einer NoPartyArea stehe (z.B. "Dahin folge ich Dir nicht.").
3716f6ef|Später vielleicht.|Allgemeine Refuse. Ich will nicht mit dir reden.
370e0cbe|Gehen|
370d673f|EMP|
3708cdc6|Bewegung|
37084084|Kamera|
3707410b|Springen/Klettern/Jetpack|
37013f8c|Das darf doch nicht wahr sein.|Mein (humanoider) Freund hat im Kampf verloren und mir gefällt der ausgang des kampfes nicht.
37013f8b|Na bravo....|Mein (humanoider) Freund hat im Kampf verloren und mir gefällt der ausgang des kampfes nicht.
37013f8a|Das hat mir den Tag versaut.|Mein (humanoider) Freund hat im Kampf verloren und mir gefällt der ausgang des kampfes nicht.
36f07ed1|Gefüllt mit scharfen Schrapnellen und Metallfragmenten.|
36e84010|Eine weitere Etappe scheint gemeistert zu sein. Sollte es mehr geben, wird Caja sich bei mir melden.|
36e60e49|Blut-Schrottbeil III|
36e42051|Bad Mop|
36e0f80e|Persönlichkeitstheorie|
36d95df5|Erlaubt dir den magischen Spruch Giftaura einzusetzen.|
36d3392e|Beil III|
36d3392d|Beil II|
36d3392c|Beil I|
36d27acb|Alb-Soldat|
36cfa95b||ich werde bewusstlos durch einen schweren Treffer
36bfc464|Ominöser Zettel|
36b5965c|GRANATE!|NPC wirft Handgranate (Der Werfer ruft)
36a01500|Mach sie zum Sieb!|
369856a3||ich werde bewusstlos durch einen Treffer
36982939||ich sterbe durch einen Treffer
369719dd|Alois ist nicht zufrieden mit mir. Wenn ich meine Schuld bei ihm nicht begleiche, wird es Probleme mit den Wachen der Kuppelstadt geben.|
3694eb6e|Gerüchten zufolge erfüllte der erste Elexetor Tarek seit der Machtübernahme der Elexetoren im Eispalast die Direktive nur noch nach den Befehlen des Hybriden.|
36902748|Damit kann man einen Trank herstellen, der die magische Energie auffüllt.|
368a210d|Verdammte Technik.|NPC kommentiert wenn der Player Technik innerhalb einer Stadt benutzt (Jetpack, Adjutor) und er keine Technik mag.
368008fc|Asselfleischsuppe|
367aa8b0||Ich pariere. Schnaufen etc
367aa8af||Ich pariere. Schnaufen etc
367aa8ae||Ich pariere. Schnaufen etc
367aa8ad||Ich pariere. Schnaufen etc
367aa8ac||Ich pariere. Schnaufen etc
3674cdf4|Relikt|
366bbd11|Aufgepasst!|Ich greife an, warne Spieler
366bbd10|Vorsicht Junge!|Ich greife an, warne Spieler
366bbd0f|Da braucht jemand eine Abreibung!|Ich greife an, warne Spieler
366b4d1d||
3669a964|Meisterliches Akolythenschwert der Kleriker. Spezifizierung empfohlen.|
3669a963|Überlegenes Akolythenschwert der Kleriker. Es wäre logisch es zu verbessern.|
3669a962|Verbessertes Akolythenschwert der Kleriker. Spezifizierung empfohlen.|
3664a1f8|Gegner greifen erst später und schwächere Tiere gar nicht mehr an.|
36580abf|Kleiner roter Stein|
3654cd60|Ein gezielter Schuss und sie geht in die Knie!|
3653b134|Munition|
364eb9d0|Nicht zögern, anvisieren und Feuer!|
36384678|Ich habe erfahren, dass der Alb-Commander Wardek, mein Vater, zu den Separatisten übergelaufen ist. Das kommt äußerst unerwartet. Ich muss ihn sehen. Er ist mir einige Antworten schuldig. Weiß er vielleicht, wo sich Kallax im Moment aufhält?|
3633b8a7|Eine kybernetische Technologie, die unter der Haut des Unterarms implantiert wird. Wird zur Datenspeicherung und Steuerung von Maschinen verwendet.|
362fdb50|Hast du genug, dann verschwinde!|vertreibt Einringling, open air, Spieler rappelt sich gerade auf
3626305b||
361a8ce1|Einer weniger.|Feind wurde getötet. Nach dem Kampf. (NPC und Mpnster)
361a8ce0|Du wolltest es ja nicht anders.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
361a8cdf|Das wars.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
3615d6ae|Erbärmlich was sie da versucht.|Kampfzuschauer, Gegner umkreisen sich
3615d6ad|Die ist chancenlos.|Kampfzuschauer, Gegner umkreisen sich
3615d6ac|Ihrer Fresse schaden ein paar Beulen nicht.|Kampfzuschauer, Gegner umkreisen sich
3615d6ab|Jetzt macht es nicht spannend!|Kampfzuschauer, Gegner umkreisen sich
35fcc4b0|Die Ereignisse im Eispalast werden das Leben der Menschen in Magalan verändern. Ich sollte die Menschen darauf vorbereiten und mich vergewissern, was sie tun werden, wenn die Wissenden zu uns kommen.|
35eb9e80|Pass auf!|Ich greife an, warne Spieler
35eb9e7f|Obacht!|Ich greife an, warne Spieler
35eb9e7e|Da will jemand Ärger!|Ich greife an, warne Spieler
35db6734|Achtung Diebe!|
35d8056a|Verpiss dich!|erste Warnung, vertreibt Einringling, open air (Nicht in einer AIZone)
35d5fa4f|Lass uns später reden.|Du bist mein Freund. Ich habe nix zu sagen
35d31251|Großer roter Stein|
35cf64f5|Schöner Schuss!|
35ceea63|Dreckiger Dieb!|greift einen Dieb an
35c5c8c2|Cormag will, dass ich einen reparierbaren Bewegungssensor aus dem Schlund stehle.|
35c59488|Bring mir etwas bei.|
35c4e729|Wer nicht hören will muss fühlen, und jetzt zieh Leine.|vertreibt Einringling, open air, Spieler rappelt sich gerade auf
35bbcb46|Spar dir das, ja?|Spieler macht Unfug (z.B. Tier schlagen, Freund einfrieren)
35bbcb45|Lass doch den Scheiß.|Spieler macht Unfug (z.B. Tier schlagen, Freund einfrieren)
35bbcb44|Sag mal...?|Spieler macht Unfug (z.B. Tier schlagen, Freund einfrieren)
35b1b5c5|Reichts jetzt? Dann verpiss dich.|vertreibt Einringling, open air, Spieler rappelt sich gerade auf
35a9f5ed||ich werde bewusstlos durch einen schweren Treffer
35a87e70|So nicht, Freundchen!|ich helfe einem Freund gegen einen Feind oder ein Monster
35a87e6f|Du kannst auf mich zählen!|ich helfe einem Freund gegen einen Feind oder ein Monster
35a87e6e|Ich helfe dir!|ich helfe einem Freund gegen einen Feind oder ein Monster
35a24421|Schrapnellgeschoss|
359c3c64|Auf Magalan befinden sich viele Fotos aus der alten Welt.|
3596085a|Löst eine Kraftwelle aus, die mehreren Gegnern in Reichweite Schaden zufügt.|
3592c985|Sinda möchte, dass ich entweder mit Cormag oder mit Ragnar einen neuen Deal aushandele. |
358e840a|Orans Schuldenbuch|
358a1b54|Blauer Stein|
35899782|Auf Magalan befinden sich viele Fotos aus der alten Welt.|
35855cd3|Du siehst übel aus...|Sieger in einem Kampf gegen ein Monster hat mit weniger als 50% Lebenspunkten (Ist verwundet) den Kampf gewonnen und ich kommentiuere den Kampf.
35855cd2|Los, lass dich verarzten.|Sieger in einem Kampf gegen ein Monster hat mit weniger als 50% Lebenspunkten (Ist verwundet) den Kampf gewonnen und ich kommentiuere den Kampf.
35855cd1|Knapper Kampf.|Sieger in einem Kampf gegen ein Monster hat mit weniger als 50% Lebenspunkten (Ist verwundet) den Kampf gewonnen und ich kommentiuere den Kampf.
357eea3d|Geh lieber...|erste Warnung, wirft Spieler raus (In einer AIZone)
3576f2a0|Auf Magalan befinden sich viele Fotos aus der alten Welt.|
3571779d|Stasis-Dualhammer III|
35684d6b|Sei vorsichtig auf wen du das Ding richtest klar.|Spieler hat Waffe, ich bin vorsichtig
3563c15d|Auf Magalan befinden sich viele Fotos aus der alten Welt.|
3560dbee|Energiespeicher|
3553f459|In diesen Schredder der Outlaws kann man zusätzlich einen Stein einsetzen.|
3553d796|Das Vieh gehört mir!|sichtet Monster, greift an
3546fe02|CSPlayerOpenedSewerTrapdoorCLA|
3546fe01|Bring mir etwas bei.|
3546fe00|Zeig mir deine Waren.|
3546fde8|(Energieriegel kaufen)|
3546fde7|(Bier kaufen)|
3546fde6|(Wasser kaufen)|
3546fde5|(Manatrank kaufen)|
3546fde4|(Heiltrank kaufen)|
3546fde3|(Praktische Einrichtung kaufen)|
3546fde2|(Technische Einrichtung kaufen)|
3546fde1|(Natürliche Einrichtung kaufen)|
3546fdc7|(Werkbank der Outlaws kaufen)|
3546fdc6|(Werkbank der Berserker kaufen)|
3546fdc5|(Werkbank der Kleriker kaufen)|
3546fdc4|(CSPlayerBoughtNewDecorationForHome)|
3546fdc3|(CSPlayerBoughtCraftingbenchOUT)|
3546fdc2|(CSPlayerBoughtCraftingbenchKLE)|
3546fdc1|(CSPlayerBoughtCraftingbenchBSK)|
3546fdc0|(CSPlayerBoughtStandardtMerchantForHOM)|
3546fdbf|(Händler anheuern)|
35460166|Damit du nicht vergisst, was noch gemacht wird:\r\nKüche morgen ab 9:00.\r\nElektriker morgen Abend.\r\nBadezimmer wird übermorgen angefangen.|
35441cd2|Invasor Soldat|
35441cd1|Invasor Soldat|
35441cd0|Invasor Soldat|
35441ccf|Invasor Soldat|
35441cce|Invasor Soldat|
35428191|Giftwolke|
353e7799|Auf Magalan befinden sich viele Fotos aus der alten Welt.|
3536bfec|Ichh ab gesagt du wollst mich in ruhe lassen!|zweite Warnung, Feigling wird bedroht
353501a7|Kleine Erinnerung|
35317f20|Jetzt legt den Streit schon bei!|Kampfzuschauer, Gegner umkreisen sich
35317f1f|Das kann man doch auch anders lösen.|Kampfzuschauer, Gegner umkreisen sich
35317f1e|Ist das wirklich nötig?|Kampfzuschauer, Gegner umkreisen sich
35317f1d|Was geschieht denn da?|Kampfzuschauer, Gegner umkreisen sich
3530430d||Ich pariere. Schnaufen etc
3530430c||Ich pariere. Schnaufen etc
3530430b||Ich pariere. Schnaufen etc
3530430a||Ich pariere. Schnaufen etc
35304309||Ich pariere. Schnaufen etc
352fe909|Frostaxt III|
352e0d4c|Respekt!|NPC beobachtet das Monster oder NPC besiegt wurde und findet dies gut. ("Nicht schlecht!")
352e0d4b|Nicht schlecht.|NPC beobachtet das Monster oder NPC besiegt wurde und findet dies gut. ("Nicht schlecht!")
352c14ab|Lass mich in ruhe du Biest.|erste Warnung, Feigling wird von Monster bedroht
351e7957|Wenn du uns noch einmal minderwertigen Mist teuer verkaufst, wirst du bald Dünger für deine Kräuter sein.|
351dd088|Frostaxt II|
3517f34f|Gesockelter Dualhammer III|
3510da4a|Kampfkoloss der Kleriker|
350ff52b|Scheiße... Ich dachte du hältst mir den Rücken frei...|erhebt sich schwerfällig nach K.O. - nur Party oder Guides (Triggered zu 50% gemischt mit SVM_StandUp)
350bec1f|Das wünscht sich jeder auf dem Lokus.|
350bb807|Frostaxt I|
35072c49|Maschinen können leichter wahrgenommen werden.|
35005aae|Mitarbeiter Memo|
35005aad|Geheime Gesprächsaufzeichnung 1|
35005aac|Protokollaufzeichnung|
34f9ea6d|Ich bleibe hier.|PartyMember geht automatisch in den Wait mit späterem AutoRejoin und folgt nicht mehr dem Leader (z.B. "Ich bleib hier stehen.").
34e8badd|Erhöht den Handwerkswert und Bücher geben Erfahrung.|
34dbd262||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
34dbd261||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
34dbd260||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
34dbd25f||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
34d69a0a|Gegnerstufe|
34d5c1a8|Verbesserter Kettensäbel der Outlaws. Reflektiert nicht nur die Sonne.|
34d57931|Wache|
34d574f0|Wache|
34d285b2|Bis zum nächsten Abend schlafen.|
34d0b11f|Gondar|
34cbf9a3|Big Ray of Light shoots into the air|
34c2b531|Dir bringe ich Manieren bei!|sichtet menschlichen Feind, greift an
34c2857c|Outlaw|
34c2857b|Outlaw|
34c2857a|Outlaw|
34c28578|Kleriker|
34c28577|Berserker|
34c28576|Berserker|
34c1cc78|Pakt mit dem Teufel|
34a4f083|Verdammt... Pass doch auf mit dem Ding...|Freund, Feigling oder Kampfzuschauer wurde getroffen
34a3d479|Sich den Berserkern angeschlossen.|
34a00b28|Berserker|
34a00b27|Berserker|
349e2517|Schlag zu!|
349ba1fa|Gifthornschwert III|
348cb1e8|Warum weckst du mich...?|in ZS_Talk einleitend falls zuvor AIMode Sleep und keine Important/News/Refuse ("Maaan. weißt du eigentlich wie spät es ist?")
347cc1d3|Der übermächtige Zyklop hat ein besonders elexverseuchtes Herz.|
34754d45|Im Namen der Kleriker habe ich euer Gesuch zur Kenntnis genommen. Auch wenn es noch zu früh ist, Pakte oder gar Bündnisse zu schmieden, soll die Geste als solche nicht unbeachtet bleiben. Ich werde den Antrag meinen Brüdern im inneren Zirkel vorstellen und ihn von Calaan selbst absegnen lassen, wenn sich die Mehrheit dafür ausspricht. Bis dahin benötigen wir jedoch Zeit.\r\nWeiterhin sei angemerkt, dass in Zukunft etwaige Korrespondenz von einem anderen Boten überbracht werden sollte. Das Wissen um die Funktion eines Siegels scheint eurem Abgesandten nicht nicht gegeben zu sein.\r\nReinhold, Judikator der Kleriker|
